GOOG,AMZN
-0.020497352623794596,-0.00017393506729301844
-0.01338309281877137,0.015305697616548875
0.022278848224848602,-0.01498929336188437
0.008685177678385392,0.04443478791610045
-0.006298341015747777,0.01290486257498391
-0.010189318431366168,-0.00887721353399118
0.008105698125452143,0.01816217265513176
0.006914855603114445,0.01205508998453797
0.011179380810955264,0.008450728786783213
0.010108240041495131,0.010454888481148839
-0.038855453665938566,-0.04249267220189956
-0.0021962279738007018,0.024911297199049942
0.0016304278195331534,-0.006599595129369917
0.012045216036916218,0.025439515368102628
0.0006433601289617119,0.0007111003199982147
-0.0004018568804562417,-0.001894879884926648
0.011336257382580373,0.005458016543269828
-0.013753107117753793,-0.012744888197649074
-0.0016927219781176506,0.002310948445805039
-0.02091236471376956,-0.00755284590127181
0.02152400267500676,0.04261789623803569
-0.006862081897702099,-0.006300361919969633
-0.031946028389013836,-0.01546431587167707
-0.0006717121850704499,0.014529104045574393
0.017393493468344845,-0.001083754432466999
-0.008837129820308487,-0.008834406537251538
0.007999325617733977,0.019233769000189582
-0.0033893003056298943,-0.0010739443770555468
0.01716987173807949,0.0012287180203460757
-0.013862814860291506,-0.015493205988729275
-0.006532712424821896,0.011062622017709689
-0.027218217576819415,-0.020419182854096718
0.0071874417570780835,0.012978852839820476
0.016226350156868907,0.01568569880112225
0.043554580879839655,0.026758409161619312
0.0069694392728196775,0.002829408900884234
-0.0050914829370438675,-0.008315972513331604
-0.007836204595157659,-0.005465676406731013
-0.010477135981411978,0.019046892602732513
-0.026470109401467212,-0.03989357175040831
0.006525548291329564,0.00030773533446226686
0.013049619538555657,-0.009230745755709147
0.007466390569547343,0.002562125956798944
0.05594920348040566,-0.007589335934878205
0.0016195545977721881,0.0007803832093540297
0.024178020387350285,0.030877245332297854
0.0007518690898862257,0.011118568090654923
-0.009165361093148805,-0.014886223394710907
-0.02464174702433941,-0.026425663778747666
0.0010106101012852253,0.005459768439170398
-0.0017862155680405944,0.08269337801006271
0.026450982829172354,0.01898684357254843
-0.0007579665125444501,-0.016031491771390738
-0.012818586835173784,-0.01493494570121734
0.0004611050341696288,0.005150463718840648
-0.0003072616762073155,-0.0010825194798443905
0.01275258266466972,0.015605834874352187
-0.011833403147433419,-0.020630355012962953
-0.008904610609232977,-0.018885675014943426
0.01045624736374906,-0.008069975106044458
-0.01801322997529653,-0.005672447612115605
0.006400687389922943,0.01095925117625085
0.00589474760567299,-0.0031926989840012077
0.027141677894957805,0.009459994580714559
-0.020944436636166297,-0.027154721211281152
0.0020702674149035705,0.010770617478674804
0.008416794124858518,-0.0009004586682715976
0.028075061806840385,0.013294308852149106
0.010627995602892293,0.0011860029483812262
0.0030673588709586586,0.021766395374215985
-0.004004390442788108,0.0007970481467276525
-0.000657867952360891,-0.006154002858205887
-0.009801854515919417,-0.013914209970579572
0.006131357472061394,0.018395430569861038
0.0073421440705319085,0.0027565441218631026
0.003935922426627991,0.035231212663680456
-0.012124278367537822,-0.013067856717097759
0.010509242293005538,0.025632022130484877
