GOOG,AMZN
0.010836403586647725,-0.0008975138235036706
-0.004964403296179309,-0.029919857618376344
0.004772260647473603,-0.0029204620264398073
-0.0009355561062989182,-0.016788047695762587
-0.030540988527276824,-0.01700219075536713
-0.023998780113122953,-0.04405345369833069
-0.0008373980651679158,-0.0016238050792075631
0.0070095098586309135,0.01665124873434287
-0.02057956615257195,-0.040298626825268746
0.015527306396373675,0.0
0.01270346937209732,0.0
-0.009614652838205728,0.009049050319664742
0.02518006759000957,0.01840783446134786
-0.013834394780787407,-0.03661366636292884
0.022280578790008887,0.018280939360016735
-0.0020547352353276205,-0.008188983586829512
0.02014846770862677,0.015878056641289273
0.00555038056782764,0.0023444468936362206
-0.0021505595108086695,0.009511938819224852
0.01795977050868447,0.01814956889912689
-0.009950625917263811,0.0037927633547389927
-0.01218897666913743,-0.019194502454286222
0.013782678863274223,0.021265196921155027
0.003558972029681806,-0.008147882355257097
-0.012128566900085014,-0.025405007278304192
-0.0021539564502236486,0.002107149015711185
-0.01611735719697638,-0.02515573116103942
0.008483167739658404,0.011104892625885654
0.01609863175461479,0.015802781594350668
-0.09598913372066176,-0.055771610960691276
-0.025499295604560435,-0.01499299533713827
-0.0003240514803645178,0.06832816082460003
0.019043747528870725,0.03890722509168976
-0.003578504558585993,0.002863308000901066
0.018116493118748966,0.02937864429857373
0.00791723868187355,0.007810272439553012
0.013921241722213873,0.0038386235328597973
0.00828412879883822,0.008225103459209127
0.007227059492563193,0.02125376487729147
0.0064954731872868265,-0.004414580990635519
-0.011781420757518868,-0.010416636461610618
0.017996773280052114,0.021052569890351647
-0.003132911954304207,-0.006756765374750118
0.01339414317800025,0.02251214528584833
0.007014784452551659,-0.017832688951265996
0.017011233189375474,-0.0025837648398919777
-0.012689218064602437,0.016453061783939793
0.007156387542481379,0.0065436854591447435
0.005075383972850123,-0.015260459261028925
0.010099619135680138,0.019527539517508297
-0.012855327787701265,0.0002044767086364363
-0.0012299100524089113,0.006746559883569869
0.0041288812229578475,-0.00473835354015173
-0.016015014420007523,-0.0048288883967405605
-0.01818178767237455,-0.001571972217158657
-0.004480218435857886,0.006434406632690459
-0.02017703490567979,-0.014894936132684111
0.01347312593622596,0.014084566393959497
-0.007251353714729736,-0.016067541747663228
0.05341249839203965,0.016329923474831087
-0.013073294319178586,0.0036764247561378305
-0.014197910202517372,-0.010378502226973785
-0.007869321325976286,0.010898597193382598
0.0024693342753805414,0.009221593773735215
-0.005747587261661913,-0.00954043404920335
0.004804800332669057,0.01729753821347546
0.025029932719500714,0.027338841569267247
0.006633163101648298,-0.0018174467759756174
0.011296144023515975,-0.01085895208954335
0.015322922336633349,0.011306871390431628
0.006487998230927383,-0.0027300973670256745
0.0007007154054110565,-6.514474615582078e-05
-0.009662545946239276,-0.0004563413242133496
-0.0011312475915408182,0.0002609139551152939
-0.0024773931663348847,-0.009388462612883952
-0.009721104011828463,-0.013228970207501023
0.00573232348633379,-0.00973782115920796
-0.016528977729625693,-0.026267891590348702
-0.0047087360772110065,0.00463442024626004
0.022854643013303866,0.026576703830634596
0.014445305606847647,0.015224607114340927
0.008698130712680552,0.015590940651907248
-0.0009040673160883861,0.009432101662268044
0.003967476379783008,-0.0036086969005325598
-0.0011092876872981217,-0.009442449238027617
-0.008259317228504925,-0.009467203666572499
0.014696662555012674,0.011798781932089941
0.020553111350006592,0.011986946826648914
-0.001757075790302598,-0.003604979862209201
0.006566826334204023,0.008011406531487353
0.011232267352716985,0.005447960655367012
0.02188222914914717,0.005609771850602074
0.000976268530852975,0.008684596622424712
0.006827512176323713,0.01344896590822775
-0.011560277244044292,-0.014014601164705653
-0.07350538892962666,-0.023899390262627773
0.006417515109482963,0.026288672108771616
0.005815896105517915,0.07866649218561839
0.009683708058127127,-0.008730574595861018
0.0033120196687095316,-0.00681113075414308
0.00873384899035523,0.008158468416245013
0.0036815419408664507,-0.004046223223746481
0.020377665909013132,0.02714319777292107
-0.0099188222677149,-0.012095159915523457
-0.015867684247600544,-0.021469171561243172
0.005260670206653106,0.013875689909627953
-0.021747974456409525,-0.006901349311422389
-0.015145254255902407,-0.0017079419299743659
0.003103854814166418,-0.01433539469369316
0.011533047994687129,0.00903755380828164
0.0102892868743647,0.035530017339574504
-0.00020653754867339114,0.0023485144793740087
-0.04501337730295718,-0.0014858549486425066
0.00972977371903161,-0.006810521779339163
-0.019057910859486937,-0.0021896371944472026
0.01709965967224969,0.02078996747858297
-0.012161947081759328,0.00825982552183624
-0.028099687365008896,-0.003591063770984282
-0.003129643654964487,-0.01948421375262155
-0.009119459050943912,-0.0035033346396604603
0.020217320337424516,0.019076784751165476
0.007763884577938862,-0.008313545751684748
0.019443901135939523,-0.019332758891648982
0.004894146133817889,0.019946455814511488
0.008236708175703544,0.0066708374081581034
0.025360460020445563,0.012403729449981915
-0.015033935319393343,-0.024223786467438835
0.04438346795992332,0.00034398325434925603
-0.0037715353900019677,0.00813845829732096
0.011898286429302019,0.012791359170393646
-0.006279978812220199,0.0
0.020371108426751716,0.0040415450203241665
-0.0040851970647869384,0.004696213001679439
0.003638789771533091,-0.007845994154095037
0.0015821061172858197,0.008581036192426339
0.0021060422554164404,0.0030584610251771505
0.027847140720694608,0.003270852211551434
-0.004025590305511195,-0.0015472110151306673
0.003207801473427141,0.009519072430478781
-0.028330196419468434,-0.013212014767422509
0.013163090482187334,0.028166707356770848
0.014291262266801441,0.0006483768975988902
0.012809017598424566,0.002591909504893186
-0.003035258185099532,0.0015080453603608657
0.019852781627047955,0.016671181255133227
-0.009950811067448107,-0.015445639364236818
-0.0179659561937896,-0.013485250630092094
-0.002110930897393115,-0.001633742516860992
0.0056410569411058376,-0.011128128209780819
0.003697104876354107,-0.011363622972558218
-0.011050459919806577,-0.02561096030926935
0.014320547842652909,0.014888568814227066
0.012472309330582965,0.01303389727631088
0.007378739045029947,-0.016430862529557833
-0.01955312871465309,-0.016535467634067658
0.09965182524392091,0.034260361668536854
-0.03333530118911199,0.007460258507441919
-0.019416287226584616,-0.03293549122868411
0.005648736261042453,0.02285714285714291
0.01745484847378931,0.031955314082140474
0.0031461400817649476,0.008066292135759712
0.00497068649379151,0.013371946429286963
0.018547923585480186,0.0003179520909595279
-0.010521401956191223,-0.004026247769404412
0.002453833605743805,0.007978723404255428
-0.007518408504226914,-0.01065965315282813
0.003582128336376167,-0.004853789332504466
0.006026909397789382,0.002679959159411549
0.011341896644575078,-0.005773249525686364
0.008914123242711902,-0.012688857146349708
0.010602523445287337,0.005826891232250109
0.0065994329744605285,-0.006280474722663021
0.0060517008384808335,-0.0021248741632045043
-0.012810448250954676,0.0038766406635453166
